Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-10-06,202.46,204.21,200.21,201.0,4703400,0,0
2016-10-07,201.0,201.32,195.8,196.61,3493000,0,0
2016-10-10,201.35,204.14,199.66,200.95,3316300,0,0
2016-10-11,201.85,202.2,198.31,200.1,2328400,0,0
2016-10-12,200.95,203.88,200.42,201.51,1970700,0,0
2016-10-13,200.5,200.9,197.05,200.24,2494600,0,0
2016-10-14,200.66,201.43,196.3,196.51,4269900,0,0
2016-10-17,197.05,198.39,192.0,193.96,4554100,0,0
2016-10-18,195.99,199.47,193.26,199.1,5680500,0,0
2016-10-19,199.74,206.66,198.06,203.56,6991200,0,0
2016-10-20,202.12,203.0,197.05,199.1,5072900,0,0
2016-10-21,198.6,201.57,197.41,200.09,2943400,0,0
2016-10-24,201.0,203.95,200.25,202.76,2751600,0,0
2016-10-25,202.9,204.69,201.2,202.34,2445000,0,0
2016-10-26,201.0,203.19,200.1,202.24,5632800,0,0
2016-10-27,211.34,213.7,201.65,204.01,13093700,0,0
2016-10-28,204.0,205.32,199.83,199.97,4280100,0,0
2016-10-31,202.49,202.49,195.81,197.73,4692300,0,0
2016-11-01,198.04,198.5,188.11,190.79,7060000,0,0
2016-11-02,190.05,192.7,187.51,188.02,4253400,0,0
2016-11-03,189.0,191.47,187.04,187.42,2653000,0,0
2016-11-04,189.0,193.46,185.96,190.56,5146000,0,0
2016-11-07,193.59,194.29,190.05,193.21,3870100,0,0
2016-11-08,193.79,197.49,191.26,194.94,3267600,0,0
2016-11-09,186.88,192.0,183.95,190.06,8173100,0,0
2016-11-10,191.05,191.61,180.42,185.35,6750300,0,0
2016-11-11,184.24,188.88,183.0,188.56,3988500,0,0
2016-11-14,188.0,188.25,178.19,181.45,6552200,0,0
2016-11-15,182.78,186.43,182.05,183.77,3902000,0,0
2016-11-16,182.65,184.73,181.21,183.93,3434400,0,0
2016-11-17,183.49,189.49,182.11,188.66,4887100,0,0
2016-11-18,190.65,193.0,185.0,185.02,5210300,0,0
2016-11-21,185.04,188.89,184.41,184.52,4361000,0,0
2016-11-22,185.84,191.47,183.71,191.17,5603400,0,0
2016-11-23,190.61,195.64,189.0,193.14,4891900,0,0
2016-11-25,193.64,197.24,193.64,196.65,2366100,0,0
2016-11-28,195.48,199.35,194.55,196.12,4529200,0,0
2016-11-29,195.56,196.73,189.5,189.57,4439300,0,0
2016-11-30,191.0,191.89,187.5,189.4,3547100,0,0
2016-12-01,188.25,188.53,181.0,181.88,5126400,0,0
2016-12-02,182.88,184.88,180.0,181.47,4042300,0,0
2016-12-05,182.51,188.89,182.51,186.8,4072200,0,0
2016-12-06,185.52,186.58,182.68,185.85,3391600,0,0
2016-12-07,186.15,193.4,185.0,193.15,5461900,0,0
2016-12-08,192.05,192.5,189.54,192.29,3194100,0,0
2016-12-09,190.87,193.84,190.81,192.18,2722500,0,0
2016-12-12,192.8,194.42,191.18,192.43,2438900,0,0
2016-12-13,193.18,201.28,193.0,198.15,6823900,0,0
2016-12-14,198.74,203.0,196.76,198.69,4150900,0,0
2016-12-15,198.41,200.74,197.39,197.58,3219600,0,0
2016-12-16,198.08,202.59,197.6,202.49,3796900,0,0
2016-12-19,202.49,204.45,199.84,202.73,3488100,0,0
2016-12-20,203.05,209.0,202.5,208.79,4689100,0,0
2016-12-21,208.45,212.23,207.41,207.7,5207600,0,0
2016-12-22,208.22,209.99,206.5,208.45,3111100,0,0
2016-12-23,208.0,213.45,207.71,213.34,4670500,0,0
2016-12-27,214.88,222.25,214.42,219.53,5915700,0,0
2016-12-28,221.53,223.8,217.2,219.74,3782500,0,0
2016-12-29,218.56,219.2,214.12,214.68,4045000,0,0
2016-12-30,216.3,217.5,211.68,213.69,4642600,0,0
2017-01-03,214.86,220.33,210.96,216.99,5923300,0,0
2017-01-04,214.75,228.0,214.31,226.99,11213500,0,0
2017-01-05,226.42,227.48,221.95,226.75,5911700,0,0
2017-01-06,226.93,230.31,225.45,229.01,5527900,0,0
2017-01-09,228.97,231.92,228.0,231.28,3979500,0,0
2017-01-10,232.0,232.0,226.89,229.87,3660000,0,0
2017-01-11,229.07,229.98,226.68,229.73,3650800,0,0
2017-01-12,229.06,230.7,225.58,229.59,3790200,0,0
2017-01-13,230.0,237.85,229.59,237.75,6093000,0,0
2017-01-17,236.7,239.96,234.37,235.58,4617500,0,0
2017-01-18,236.65,239.71,235.58,238.36,3769000,0,0
2017-01-19,247.25,248.68,240.75,243.76,7732300,0,0
2017-01-20,245.46,246.0,243.01,244.73,4204300,0,0
2017-01-23,245.85,250.89,245.5,248.92,6262900,0,0
2017-01-24,250.0,254.8,249.65,254.61,4965500,0,0
2017-01-25,257.31,258.46,251.8,254.47,5142600,0,0
2017-01-26,254.29,255.74,250.75,252.51,3152100,0,0
2017-01-27,251.38,253.0,248.52,252.95,3166300,0,0
2017-01-30,252.53,255.29,247.1,250.63,3801100,0,0
2017-01-31,249.24,255.89,247.7,251.93,4116100,0,0
2017-02-01,253.05,253.2,249.05,249.24,3958800,0,0
2017-02-02,248.34,252.42,247.71,251.55,2499800,0,0
2017-02-03,251.91,252.18,249.68,251.33,2186700,0,0
2017-02-06,251.0,257.82,250.63,257.77,3562500,0,0
2017-02-07,258.19,260.0,256.42,257.48,4244800,0,0
2017-02-08,257.35,263.36,256.2,262.08,3933000,0,0
2017-02-09,266.25,271.18,266.15,269.2,7820200,0,0
2017-02-10,269.79,270.95,266.11,269.23,3619700,0,0
2017-02-13,270.74,280.79,270.51,280.6,7029600,0,0
2017-02-14,279.03,287.39,278.61,280.98,7345200,0,0
2017-02-15,280.0,282.24,276.44,279.76,4947900,0,0
2017-02-16,277.6,280.0,268.5,268.95,7077300,0,0
2017-02-17,265.8,272.89,264.15,272.23,6257100,0,0
2017-02-21,275.45,281.4,274.01,277.39,5676700,0,0
2017-02-22,280.31,283.45,272.6,273.51,8755000,0,0
2017-02-23,264.0,264.66,255.56,255.99,14915200,0,0
2017-02-24,252.66,258.25,250.2,257.0,8171600,0,0
2017-02-27,248.17,248.36,242.01,246.23,11460800,0,0
2017-02-28,244.19,251.0,243.9,249.99,6078100,0,0
2017-03-01,254.18,254.85,249.11,250.02,4809500,0,0
2017-03-02,249.71,253.28,248.27,250.48,3351800,0,0
2017-03-03,250.74,251.9,249.0,251.57,2919400,0,0
2017-03-06,247.91,251.7,247.51,251.21,3355500,0,0
2017-03-07,251.92,253.89,248.32,248.59,3459500,0,0
2017-03-08,247.0,250.07,245.32,246.87,3725200,0,0
2017-03-09,247.63,248.66,243.0,244.9,3879300,0,0
2017-03-10,246.21,246.5,243.0,243.69,3066300,0,0
2017-03-13,244.82,246.85,242.78,246.17,3022600,0,0
2017-03-14,246.11,258.12,246.02,258.0,7598400,0,0
2017-03-15,257.0,261.0,254.27,255.73,5330800,0,0
2017-03-16,262.4,265.75,259.06,262.05,7132200,0,0
2017-03-17,264.0,265.33,261.2,261.5,6497500,0,0
2017-03-20,260.6,264.55,258.82,261.92,3614300,0,0
2017-03-21,262.83,264.8,250.24,250.68,6908600,0,0
2017-03-22,251.56,255.07,250.51,255.01,4059300,0,0
2017-03-23,255.39,257.67,253.3,254.78,3320200,0,0
2017-03-24,255.7,263.89,255.01,263.16,5647300,0,0
2017-03-27,260.6,270.57,259.75,270.22,6230800,0,0
2017-03-28,277.02,280.68,275.0,277.45,7987600,0,0
2017-03-29,278.34,279.6,275.54,277.38,3676200,0,0
2017-03-30,278.04,282.0,277.21,277.92,4148400,0,0
2017-03-31,278.73,279.68,276.32,278.3,3294600,0,0
2017-04-03,286.9,299.0,284.58,298.52,13888600,0,0
2017-04-04,296.89,304.81,294.53,303.7,10134600,0,0
2017-04-05,302.04,304.88,294.2,295.0,7880900,0,0
2017-04-06,296.88,301.94,294.1,298.7,5520600,0,0
2017-04-07,297.5,302.69,297.15,302.54,4579600,0,0
2017-04-10,309.15,313.73,308.71,312.39,7664500,0,0
2017-04-11,313.38,313.47,305.5,308.71,5724600,0,0
2017-04-12,306.34,308.45,296.32,296.84,6050700,0,0
2017-04-13,296.7,307.39,295.3,304.0,9284600,0,0
2017-04-17,302.7,304.0,298.68,301.44,4138700,0,0
2017-04-18,299.7,300.84,297.9,300.25,3035700,0,0
2017-04-19,302.46,306.62,302.11,305.52,3898000,0,0
2017-04-20,306.51,309.15,300.23,302.51,6149400,0,0
2017-04-21,302.0,306.4,300.42,305.6,4509800,0,0
2017-04-24,309.22,310.55,306.02,308.03,5083500,0,0
2017-04-25,308.0,313.98,305.86,313.79,6737700,0,0
2017-04-26,312.37,314.5,309.0,310.17,4695000,0,0
2017-04-27,311.69,313.09,307.5,308.63,3468600,0,0
2017-04-28,309.83,314.8,308.0,314.07,4505500,0,0
2017-05-01,314.88,327.25,314.81,322.83,8829600,0,0
2017-05-02,324.0,327.66,316.56,318.89,5382800,0,0
2017-05-03,317.67,321.53,310.45,311.02,7133400,0,0
2017-05-04,307.44,307.77,290.76,295.46,14152000,0,0
2017-05-05,298.0,308.55,296.8,308.35,8177300,0,0
2017-05-08,310.9,313.79,305.82,307.19,7006500,0,0
2017-05-09,309.38,321.99,309.1,321.26,9676500,0,0
2017-05-10,321.56,325.5,318.12,325.22,5741600,0,0
2017-05-11,323.4,326.0,319.6,323.1,4753800,0,0
2017-05-12,325.48,327.0,321.53,324.81,4121600,0,0
2017-05-15,318.38,320.2,312.53,315.88,7622000,0,0
2017-05-16,317.59,320.06,315.14,317.01,4152500,0,0
2017-05-17,314.39,314.63,305.5,306.11,6711900,0,0
2017-05-18,307.0,313.94,305.31,313.06,5653800,0,0
2017-05-19,315.5,316.5,310.2,310.83,4687600,0,0
2017-05-22,312.8,314.37,306.8,310.35,4329200,0,0
2017-05-23,310.46,310.73,303.48,303.86,4318400,0,0
2017-05-24,306.51,311.0,305.4,310.22,5033300,0,0
2017-05-25,311.02,316.97,307.81,316.83,5014000,0,0
2017-05-26,317.28,325.49,316.31,325.14,7802200,0,0
2017-05-30,326.0,336.28,325.76,335.1,7782900,0,0
2017-05-31,337.69,342.89,335.16,341.01,9963400,0,0
2017-06-01,344.0,344.88,337.29,340.37,7608000,0,0
2017-06-02,339.77,342.88,335.93,339.85,5590200,0,0
2017-06-05,338.5,348.44,334.21,347.32,6784400,0,0
2017-06-06,344.7,359.49,339.97,352.85,11086800,0,0
2017-06-07,356.34,360.5,355.14,359.65,9398000,0,0
2017-06-08,363.75,371.9,360.22,370.0,9061500,0,0
2017-06-09,374.42,376.87,354.8,357.32,17261400,0,0
2017-06-12,357.99,364.5,350.62,359.01,10517700,0,0
2017-06-13,367.62,376.0,366.61,375.95,11807900,0,0
2017-06-14,381.09,384.25,376.31,380.66,12818400,0,0
2017-06-15,372.5,375.46,366.49,375.34,10426500,0,0
2017-06-16,377.98,378.01,370.1,371.4,6731000,0,0
2017-06-19,375.0,376.7,367.8,369.8,6549300,0,0
2017-06-20,376.67,378.88,369.73,372.24,7438700,0,0
2017-06-21,374.35,376.99,368.02,376.4,4923200,0,0
2017-06-22,377.99,385.0,373.57,382.61,7529800,0,0
2017-06-23,382.45,386.99,379.35,383.45,6445800,0,0
2017-06-26,386.69,386.95,373.1,377.49,6604100,0,0
2017-06-27,376.4,376.4,362.02,362.37,6996400,0,0
2017-06-28,366.68,371.74,362.52,371.24,6302500,0,0
2017-06-29,370.61,371.0,354.1,360.75,8221000,0,0
2017-06-30,363.71,366.77,359.62,361.61,5848500,0,0
2017-07-03,370.24,371.35,351.5,352.62,6305400,0,0
2017-07-05,347.2,347.24,326.33,327.09,17046700,0,0
2017-07-06,317.26,320.79,306.3,308.83,19324500,0,0
2017-07-07,313.5,317.0,307.38,313.22,14176900,0,0
2017-07-10,312.9,317.94,303.13,316.05,13820900,0,0
2017-07-11,316.0,327.28,314.3,327.22,11559400,0,0
2017-07-12,330.4,333.1,324.5,329.52,10346100,0,0
2017-07-13,330.11,331.6,319.97,323.41,8594500,0,0
2017-07-14,323.19,328.42,321.22,327.78,5625200,0,0
2017-07-17,325.54,327.1,313.45,319.57,9876900,0,0
2017-07-18,317.5,329.13,315.66,328.24,6373700,0,0
2017-07-19,328.23,331.65,323.22,325.26,6357000,0,0
2017-07-20,326.9,330.22,324.2,329.92,5166200,0,0
2017-07-21,329.46,331.26,325.8,328.4,4901600,0,0
2017-07-24,330.24,343.4,330.01,342.52,8637100,0,0
2017-07-25,345.0,345.6,334.15,339.6,6989200,0,0
2017-07-26,340.36,345.5,338.12,343.85,4820800,0,0
2017-07-27,346.0,347.5,326.29,334.46,8302400,0,0
2017-07-28,336.89,339.6,332.51,335.07,4880400,0,0
2017-07-31,335.5,341.49,321.04,323.47,8535100,0,0
2017-08-01,323.0,324.45,316.13,319.57,8303100,0,0
2017-08-02,318.94,327.12,311.22,325.89,13091500,0,0
2017-08-03,345.33,350.0,343.15,347.09,13535000,0,0
2017-08-04,347.0,357.27,343.3,356.91,9268900,0,0
2017-08-07,357.35,359.48,352.75,355.17,6324500,0,0
2017-08-08,357.53,368.58,357.4,365.22,7449800,0,0
2017-08-09,361.0,370.0,358.95,363.53,6892100,0,0
2017-08-10,361.6,366.65,354.66,355.4,7092900,0,0
2017-08-11,356.97,361.26,353.62,357.87,4365800,0,0
2017-08-14,364.63,367.66,362.6,363.8,4519200,0,0
2017-08-15,365.2,365.49,359.37,362.33,3085100,0,0
2017-08-16,363.0,366.5,362.52,362.91,3413800,0,0
2017-08-17,361.21,363.3,351.59,351.92,5027700,0,0
2017-08-18,352.91,354.0,345.8,347.46,5408200,0,0
2017-08-21,345.82,345.82,331.85,337.86,6495400,0,0
2017-08-22,341.13,342.24,337.37,341.35,4322000,0,0
2017-08-23,338.99,353.49,338.3,352.77,4954500,0,0
2017-08-24,352.52,356.66,349.74,352.93,4584700,0,0
2017-08-25,354.24,355.69,347.3,348.05,3484000,0,0
2017-08-28,347.28,347.35,339.72,345.66,3764000,0,0
2017-08-29,339.48,349.05,338.75,347.36,4073700,0,0
2017-08-30,349.67,353.47,347.0,353.18,3412900,0,0
2017-08-31,353.55,358.44,352.82,355.9,4072800,0,0
2017-09-01,356.12,357.59,353.69,355.4,3049500,0,0
2017-09-05,353.8,355.49,345.89,349.59,3835100,0,0
2017-09-06,349.5,350.98,341.56,344.53,4091400,0,0
2017-09-07,345.98,352.48,343.45,350.61,4239200,0,0
2017-09-08,348.99,349.78,342.3,343.4,3263500,0,0
2017-09-11,351.35,363.71,350.0,363.69,7667100,0,0
2017-09-12,364.49,368.76,360.4,362.75,5972900,0,0
2017-09-13,363.82,368.07,359.59,366.23,4185200,0,0
2017-09-14,364.33,377.96,362.63,377.64,7202500,0,0
2017-09-15,374.51,380.0,372.7,379.81,5420500,0,0
2017-09-18,380.25,389.61,377.68,385.0,7188000,0,0
2017-09-19,380.0,382.39,373.57,375.1,6451900,0,0
2017-09-20,373.0,378.25,371.07,373.91,4919100,0,0
2017-09-21,374.9,376.83,364.51,366.48,4618200,0,0
2017-09-22,366.49,369.9,350.88,351.09,8159400,0,0
2017-09-25,353.15,357.47,342.88,344.99,7605900,0,0
2017-09-26,350.93,351.24,340.9,345.25,7156300,0,0
2017-09-27,349.9,351.49,340.5,340.97,6060300,0,0
2017-09-28,339.88,342.75,335.4,339.6,5319600,0,0
2017-09-29,341.86,344.68,338.6,341.1,5107100,0,0
2017-10-02,342.52,343.7,335.51,341.53,5286800,0,0
2017-10-03,335.9,348.55,331.28,348.14,10153600,0,0
2017-10-04,351.25,358.62,349.6,355.01,8163500,0,0
2017-10-05,356.0,357.44,351.35,355.33,4171700,0,0
2017-10-06,353.1,360.1,352.25,356.88,4297500,0,0
2017-10-09,349.65,351.75,342.67,342.94,7493700,0,0
2017-10-10,346.8,355.63,345.53,355.59,6978500,0,0
2017-10-11,353.89,357.6,351.15,354.6,4500800,0,0
2017-10-12,352.95,359.78,352.64,355.68,4087000,0,0
2017-10-13,356.98,358.49,353.68,355.57,3540500,0,0
2017-10-16,353.76,354.48,347.16,350.6,5375500,0,0
2017-10-17,350.91,356.22,350.07,355.75,3293300,0,0
2017-10-18,355.97,363.0,354.13,359.65,4939100,0,0
2017-10-19,355.56,357.15,348.2,351.81,5061800,0,0
2017-10-20,352.69,354.55,344.34,345.1,4930400,0,0
2017-10-23,349.88,349.95,336.25,337.02,5747300,0,0
2017-10-24,338.8,342.8,336.16,337.34,4491700,0,0
2017-10-25,336.7,337.5,323.56,325.84,8594100,0,0
2017-10-26,327.78,330.23,323.2,326.17,5023500,0,0
2017-10-27,319.75,324.59,316.66,320.87,6979700,0,0
2017-10-30,319.18,323.78,317.25,320.08,4254400,0,0
2017-10-31,320.23,331.95,320.18,331.53,5672300,0,0
2017-11-01,332.25,332.61,320.26,321.08,8457300,0,0
2017-11-02,300.13,308.69,292.63,299.26,19791400,0,0
2017-11-03,299.5,306.25,295.13,306.09,8894000,0,0
2017-11-06,307.0,307.5,299.01,302.78,6486000,0,0
2017-11-07,301.02,306.5,300.03,306.05,5294300,0,0
2017-11-08,305.5,306.89,301.3,304.39,4725300,0,0
2017-11-09,302.5,304.46,296.3,302.99,5447100,0,0
2017-11-10,302.5,308.36,301.85,302.99,4625400,0,0
2017-11-13,300.13,316.8,299.11,315.4,7584900,0,0
2017-11-14,315.0,316.35,306.9,308.7,5676100,0,0
2017-11-15,306.01,312.49,301.5,311.3,5978700,0,0
2017-11-16,313.99,318.14,311.3,312.5,5822100,0,0
2017-11-17,325.67,326.67,313.15,315.05,13735100,0,0
2017-11-20,313.79,315.5,304.75,308.74,8247700,0,0
2017-11-21,310.86,318.23,308.71,317.81,7261300,0,0
2017-11-22,316.77,317.42,311.84,312.6,4917600,0,0
2017-11-24,313.79,316.41,311.0,315.55,3244100,0,0
2017-11-27,313.25,317.34,309.51,316.81,4555900,0,0
2017-11-28,316.36,320.0,313.92,317.55,4949500,0,0
2017-11-29,317.3,318.0,301.23,307.54,8767400,0,0
2017-11-30,308.56,310.7,304.54,308.85,4351600,0,0
2017-12-01,305.44,310.32,305.05,306.53,4292900,0,0
2017-12-04,306.5,308.27,300.61,305.2,5835100,0,0
2017-12-05,302.0,308.0,301.0,303.7,4646500,0,0
2017-12-06,300.1,313.39,300.0,313.26,7195300,0,0
2017-12-07,312.0,318.63,311.05,311.24,4780600,0,0
2017-12-08,314.6,316.98,311.26,315.13,3468500,0,0
2017-12-11,314.63,329.01,313.75,328.91,7938000,0,0
2017-12-12,330.45,341.44,330.03,341.03,8733200,0,0
2017-12-13,340.93,344.22,336.5,339.03,6221500,0,0
2017-12-14,341.01,347.44,336.9,337.89,5799900,0,0
2017-12-15,342.04,343.9,335.76,343.45,6933200,0,0
2017-12-18,344.9,346.73,337.58,338.87,5476200,0,0
2017-12-19,340.26,341.49,330.3,331.1,6825000,0,0
2017-12-20,332.69,333.1,325.04,328.98,5953800,0,0
2017-12-21,329.59,333.74,327.21,331.66,4385200,0,0
2017-12-22,329.51,330.92,324.82,325.2,4215800,0,0
2017-12-26,323.83,323.94,316.58,317.29,4378400,0,0
2017-12-27,316.0,317.68,310.75,311.64,4712100,0,0
2017-12-28,311.75,315.82,309.54,315.36,4316300,0,0
2017-12-29,316.18,316.41,310.0,311.35,3777200,0,0
